variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,variable_18,variable_19,variable_20,variable_21,variable_22,variable_23,variable_24,variable_25,variable_26,variable_27,variable_28,variable_29,variable_30,variable_31,variable_32,variable_33,variable_34,variable_35
-0.7688727821194302,0.20470369798258253,-0.5501094083183014,0.8731816823455042,-0.35336403737175337,0.29107853505928183,0.5735628441323105,0.506545077893981,-0.03349223773958026,0.7336648968719234,0.6368741323579559,-0.913922844097895,0.5102477827854157,-0.8927320990597379,0.7191252050421313,1.4013650913671614,0.49274522451566277,0.6001996586233481,0.5273639728962467,0.05202083341899594,0.03812477360438861,-0.13394943643455032,0.28106866460486346,-0.06399375401902906,0.19626537882753356,0.06313034082264148,-0.459264422676742,0.037308331717157604,-0.11058325812862664,0.222647326280698,0.0,0.0,0.0,0.0,0.0,0.0
-0.7688727821194302,0.6770656614841685,-0.45577362711637326,0.5046795360252425,-0.6590959198638975,0.38595231588580914,0.27130426883645004,0.45219271352139484,-0.036298390290471064,0.4603878181182191,0.5801602346611325,-0.12294642940071951,0.8719097959323571,0.574258701679466,0.7557962610683432,0.57039194243764,0.7658526792833483,0.5459390909841133,0.43862305594675,-0.3762692390703315,-0.2641460619930334,-0.20845924028400975,-0.5199718076217721,0.12048478650910202,-0.4970933457337792,0.12349005148061303,0.21392325821002436,-0.1048474100755444,-0.02973166601663707,-0.3898184954978525,0.0,0.0,0.0,0.0,0.0,0.0
-0.7688537598822518,0.20497268947708405,-0.9028630644751839,0.7545177182226862,-0.6815735912495761,0.25180906447544144,1.3160259118377668,0.6007501078813539,-0.0027444370383286672,-0.09534821646553564,0.6625830247313542,-0.4841040168991154,0.6572054445987147,0.800376480892525,0.7509387665192925,2.277318256132808,-0.214544672383049,0.7518309611696337,0.464929830197028,-2.024746996129879,0.29613645854473925,-0.03830922568212416,0.712692425802228,0.82449036271129,-1.0927143003213107,-0.6496374329047787,-0.35237336698194127,-0.1510916230926052,-0.19803718332372475,1.1773820422689865,0.0,0.0,0.0,0.0,0.0,0.0
-0.7688537598822518,0.2775546481248168,-0.5814064676636432,0.7575940286201711,-1.090225127086102,0.3692023782304342,1.0090246102106954,0.5062054430991625,0.024036969597720777,-0.03902111188294401,0.6048072726247303,-0.7951070491777158,0.6813038098696972,0.5927504599636056,0.7242175347092232,-0.6940800007376321,0.32050435290590307,0.4502383393607105,1.3504788357368203,-1.2229455622382086,-0.3951992963385931,-0.16626958128049144,0.042844432862673615,-0.13355293168553484,-1.9216168152445459,0.8737952020510487,-0.5293892589801303,-0.03333550697801067,0.07587951088542101,0.11376821878150968,0.0,0.0,0.0,0.0,0.0,0.0
-0.7688347376450735,0.24201891670569475,-0.285549314771771,0.7196104380864703,-0.6739288765545108,0.2746748834376084,0.3702257651864146,0.5668619459853778,-0.10969836869720431,0.934007831787606,0.7825881446717645,-1.0130516578845292,0.7586559842945406,1.4232062652106325,0.5420099861595795,0.11086506530316229,0.498284832339202,0.5253917334328196,0.5002156586407202,0.36323721720127033,0.18632009971106916,-0.1307616988474496,0.7359403562345181,-0.08750128514120449,0.32297815132263813,-0.4595911381519284,1.0183002334409617,0.12293982675012494,0.42321020042381574,-0.10928388850338952,0.0,0.0,0.0,0.0,0.0,0.0
-0.7688347376450735,0.3775756136220258,-0.26250719427400915,0.656229399216272,-0.861735471418289,0.4719257347193491,0.3005082974687442,0.5469340146786176,-0.00013594580054525495,0.322142748632756,0.5351812086597658,-0.2221561329500726,0.720341325482802,-0.2652051882345368,0.7572505538620724,0.4526837750021951,0.7476737794626255,0.5554659675118415,0.5455501074757708,-0.2885592273192141,-0.11885508296263309,-0.20216652064126653,-0.45105843406806473,0.009250111628732176,-0.5509225322807464,-0.5014405955459543,0.17122572352554805,0.15726867198623481,0.12022394659105579,-0.3857334447570713,0.0,0.0,0.0,0.0,0.0,0.0
-0.7687966931707167,0.6840632629091731,-0.49060616975842936,0.48584765275441677,-0.4110724987151524,0.4173587104224277,0.4683174086154896,0.4647640236099751,-0.03710098884069289,0.7783156213484782,0.5950599184403516,-1.230158904898256,0.6099498251411968,-0.654595458752388,0.8239574864778562,-0.013865443571087611,0.5005830615549013,0.5657125892405054,0.25676155003474377,-0.2982045544883782,-0.40613475166576013,-0.1876080556444405,-0.19836834726969627,-0.1020023607009328,-1.2474419319033088,1.0343556549168529,-0.6048438752876734,-0.06147457170289958,-0.05132781353318731,-0.3802311315143865,0.0,0.0,0.0,0.0,0.0,0.0
-0.7687396264591817,0.33716344048114144,-0.13518660615761546,0.6458533861001731,-0.9682309395720353,0.5976689366071635,0.5545482113969843,0.6569407587588465,-0.8397742831805428,0.8446982062091107,0.8917837875463526,-0.9387260347493732,0.7056388914015962,1.8315626345035312,0.49727765617823466,0.6208663896851403,0.6079940895753942,0.3597914995419798,0.36443168105089346,-0.009902603097681808,-0.34682022044740984,0.5705974068837529,-0.8492845188231004,0.0823414856162427,-1.0252627908899257,-0.786548131112543,-0.16546297563259818,-1.299543630026177,-2.515723235527511,-0.23096004271094336,0.0,0.0,0.0,0.0,0.0,0.0
-0.7687396264591817,0.2908805679826292,-0.45020517103662383,0.4611919188920642,-0.8956861498250782,1.0074861797387424,2.3820865888475993,0.5288298790128285,0.12179410822341864,0.40009218348794817,0.5265953687419549,-0.9700273115302229,0.6192702253608563,-0.19402293553606462,0.8035806824452993,-0.39204311287606713,0.5688395041611595,0.48122444790875346,0.56681197643382,0.18160036717178657,-0.14925426974737538,-0.15374451841025147,-0.19608010133372958,-0.14567264240235378,1.8064714159367026,0.4454116795416422,-0.8760779964476696,-0.08417305353858939,0.2588078994522896,-0.012534880652847349,0.0,0.0,0.0,0.0,0.0,0.0
-0.768701581984825,0.39381132961554044,-0.21823274079547,0.6411863897651359,-0.8794663197929353,0.4905923515780173,0.18008531168198016,0.5768724391499042,-0.039510478610103615,0.24797456506924237,0.5361848364356697,-0.34043661649624385,0.8227338999949251,1.0872881167984714,0.6901310199417984,0.08601225733168459,0.8463936712119916,0.4742964711416196,0.7186704200923264,0.0892427226559302,-0.006863456694881031,-0.21605094595945423,-0.5156722705448613,-0.07298427750371834,-0.5741439042164027,-0.24666362414341705,0.1461882784937279,0.14966438580240163,0.12473325845114275,-0.3856917605658388,0.0,0.0,0.0,0.0,0.0,0.0
